city_ascii,lat,lng,iso2,population
Tauranga,-37.6964,176.1536,NZ,121500
Waitangi,-44.0263,-176.3696,NZ,300
Taupo,-38.693,176.0771,NZ,22600
Whakatane,-37.9574,176.9828,NZ,18700
Kerikeri,-35.2285,173.9507,NZ,5856
Whangarei,-35.7256,174.323,NZ,52200
Pukekohe,-37.2015,174.9033,NZ,26300
Auckland,-36.8481,174.763,NZ,1377200
Waitakere,-36.8524,174.5543,NZ,208100
Cambridge,-37.8894,175.4703,NZ,15192
Kaitaia,-35.1099,173.2727,NZ,5202
Gisborne,-38.6633,178.0181,NZ,34300
Turangi,-38.9889,175.8142,NZ,3240
Tokoroa,-38.2245,175.8705,NZ,13350
Manukau,-37,174.885,NZ,375600
Napier,-39.49,176.9265,NZ,57800
North Shore,-36.7913,174.7758,NZ,205605
Oban,-46.8876,168.1666,NZ,310
New Plymouth,-39.0556,174.0748,NZ,52500
Hawera,-39.5795,174.278,NZ,11100
Kaiapoi,-43.3813,172.651,NZ,10200
Mirbat,16.9924,54.6918,OM,1120
Nizwa,22.9264,57.5314,OM,72076
Ar Rustaq,23.3908,57.4244,OM,
Hayma',19.9333,56.3167,OM,
Sur,22.5667,59.5289,OM,
Khasab,26.1799,56.2477,OM,
Salalah,17.0255,54.0852,OM,203877
Muscat,23.6133,58.5933,OM,734697
Suhar,24.3643,56.7468,OM,
Ibra',22.6906,58.5334,OM,
Suhar,24.362,56.7344,OM,151349
Alayat Samail,23.3032,57.9782,OM,47718
Ibri,23.2254,56.517,OM,101640
Al Buraymi,24.2611,55.7903,OM,
As Sib,23.6802,58.1825,OM,237816
Dawwah,20.633,58.908,OM,2000
Balboa,8.95,-79.5667,PA,62882
Panama City,8.968,-79.533,PA,1281000
La Chorrera,8.8803,-79.7833,PA,
Colon,9.365,-79.875,PA,204000
Jaque,7.519,-78.166,PA,1357
La Palma,8.3982,-78.1402,PA,1845
Penonome,8.51,-80.36,PA,28766
Union Choco,8.0989,-77.6085,PA,
David,8.4333,-82.4333,PA,110037
Puerto Armuelles,8.28,-82.87,PA,27147
Santiago,8.1004,-80.9833,PA,45955
Las Tablas,7.7604,-80.28,PA,11358
Chitre,7.97,-80.42,PA,44082
Buabidi,8.4746,-81.6983,PA,
Bocas del Toro,9.3354,-82.2475,PA,9883
Almirante,9.3,-82.4,PA,8114
El Porvenir,9.5417,-78.972,PA,10
Trujillo,-8.12,-79.02,PE,765171
Lima,-12.048,-77.0501,PE,8012000
Abancay,-13.6396,-72.89,PE,55111
Nuevo Rocafuerte,-0.9329,-75.4,PE,40
Arequipa,-16.42,-71.53,PE,815000
Huaura,-11.06,-77.6,PE,40400
Tournavista,-8.9322,-74.7052,PE,511
Jaen,-5.7096,-78.81,PE,52493
Huamachuco,-7.81,-78.0499,PE,30835
Chiclayo,-6.7629,-79.8366,PE,596792
Motupe,-6.15,-79.71,PE,13681
Lamas,-6.43,-76.52,PE,13693
Juanjui,-7.1696,-76.74,PE,37715
Olmos,-5.9796,-79.75,PE,9800
Moyobamba,-6.0496,-76.9667,PE,47734
Tarapoto,-6.51,-76.48,PE,936
Chulucanas,-5.0896,-80.17,PE,68835
Huaraz,-9.53,-77.53,PE,86934
Chota,-6.5496,-78.65,PE,14240
Callao,-12.07,-77.135,PE,876877
Tarma,-11.41,-75.73,PE,51350
Ilave,-16.0796,-69.67,PE,16033
Puno,-15.8329,-70.0333,PE,116552
Urubamba,-13.3042,-72.1166,PE,7540
La Oroya,-11.52,-75.94,PE,33345
San Ramon,-11.1296,-75.34,PE,14708
Cerro de Pasco,-10.69,-76.27,PE,137232
Jauja,-11.7996,-75.5,PE,21057
Cajamarca,-7.15,-78.53,PE,142665
Satipo,-11.26,-74.69,PE,15532
Ilo,-17.64,-71.34,PE,53476
Gueppi,-0.1166,-75.23,PE,10
Otuzco,-7.9,-78.57,PE,10134
Moquegua,-17.19,-70.94,PE,54517
Andoas,-2.9021,-76.4025,PE,10
Salaverry,-8.22,-78.99,PE,10066
Pativilca,-10.6996,-77.8,PE,31905
Soldado Bartra,-2.5161,-75.7666,PE,10
Puca Urco,-2.3328,-71.9167,PE,10
Tumbes,-3.57,-80.46,PE,109223
Ica,-14.068,-75.7255,PE,279420
Sullana,-4.8896,-80.68,PE,160789
Cusco,-13.525,-71.9722,PE,361182
Santo Tomas,-14.46,-72.08,PE,4134
Puquio,-14.7,-74.13,PE,10491
Juliaca,-15.5,-70.14,PE,245675
Huancayo,-12.08,-75.2,PE,412733
Piura,-5.21,-80.63,PE,396932
Paita,-5.09,-81.12,PE,56151
Tingo Maria,-9.2896,-75.99,PE,53177
Huanuco,-9.92,-76.24,PE,158145
Sicuani,-14.2896,-71.23,PE,33575
Desaguadero,-16.5646,-69.045,PE,5329
Cajabamba,-7.6196,-78.04,PE,13486
Putina,-15.47,-69.43,PE,8118
Pacasmayo,-7.4006,-79.5706,PE,39282
Caballococha,-3.9163,-70.5083,PE,3195
Tocache,-8.1796,-76.52,PE,29029
Pucallpa,-8.3689,-74.535,PE,310750
Junin,-11.1496,-76.01,PE,15320
Camana,-16.6196,-72.72,PE,20956
Chincha Alta,-13.4196,-76.14,PE,153076
Nauta,-4.57,-73.78,PE,2500
Iquitos,-3.75,-73.25,PE,458729
Puerto Maldonado,-12.6,-69.1833,PE,67155
Requena,-5.0696,-73.91,PE,18000
Casma,-9.44,-78.21,PE,30000
Ayaviri,-14.8796,-70.6,PE,19310
Chosica,-11.93,-76.71,PE,88606
Ayacucho,-13.175,-74.22,PE,166314
Huancavelica,-12.79,-74.99,PE,44388
Huanta,-12.9496,-74.25,PE,18627
Chilca,-12.5196,-76.74,PE,12884
Chancay,-11.5596,-77.27,PE,26958
Chimbote,-9.07,-78.57,PE,349846
Nasca,-14.83,-74.94,PE,23556
Mollendo,-17.02,-72.02,PE,49033
Huarmey,-10.0696,-78.16,PE,16172
Santiago,-14.1896,-75.74,PE,10449
Coracora,-15.0196,-73.79,PE,7420
Pimentel,-6.8296,-79.93,PE,15552
Ferrenafe,-6.63,-79.8,PE,50184
Talara,-4.58,-81.28,PE,99074
Sechura,-5.5596,-80.82,PE,23020
Pisco,-13.71,-76.22,PE,81207
Contamana,-7.34,-75.02,PE,18921
Chachapoyas,-6.2296,-77.87,PE,25978
Huacho,-11.11,-77.6199,PE,80474
Tacna,-18,-70.25,PE,280098
Papeete,-17.5334,-149.5667,PF,131695
Port Moresby,-9.4647,147.1925,PG,283733
Kieta,-6.2163,155.6333,PG,6958
Sohano,-5.4297,154.6711,PG,2338
Wewak,-3.5535,143.6367,PG,25143
Kavieng,-2.5813,150.813,PG,19728
Lorengau,-2.032,147.28,PG,5806
Hoskins,-5.4746,150.41,PG,871
Abau,-10.0426,148.565,PG,230
Kimbe,-5.55,150.143,PG,18847
Alotau,-10.3021,150.4591,PG,11624
Daru,-9.1092,143.2337,PG,15214
Mt. Hagen,-5.8632,144.2168,PG,59064
Lae,-6.733,146.99,PG,131052
Goroka,-6.0833,145.3855,PG,39699
Madang,-5.2248,145.7853,PG,62023
Arawa,-6.228,155.566,PG,40266
Kerema,-7.927,145.838,PG,5646
Vanimo,-2.69,141.304,PG,11204
Rabaul,-4.2055,152.1434,PG,8074
Popondetta,-8.7692,148.2484,PG,28198
Wabag,-5.49,143.718,PG,3958
Mendi,-6.1444,143.6452,PG,26252
Kundiawa,-6.023,144.96,PG,9383
Alabel,6.1018,125.2905,PH,
Ozamis,8.1462,123.8444,PH,97806
Laoag,18.1988,120.5936,PH,207048
Marawi City,8.0034,124.2839,PH,
Cadiz,10.9587,123.3086,PH,283157
Malaybalay,8.1575,125.1278,PH,
Calbayog,12.0672,124.6042,PH,67921
Gingoog,8.8304,125.13,PH,218
Tagum,7.3821,125.8017,PH,6726
Roxas,11.5853,122.7511,PH,102688
San Pablo,14.0696,121.3226,PH,240830
San Carlos,10.5504,123.38,PH,6353
City of Isabela,6.7041,121.9712,PH,
Cabanatuan,15.5021,120.9617,PH,220250
Baguio City,16.43,120.5699,PH,447824
Manila,14.6042,120.9822,PH,11100000
Makati City,14.5501,121.036,PH,
Pasig City,14.5604,121.0812,PH,
City of Paranaque,14.4978,120.9907,PH,
Baler,15.7589,121.5607,PH,
Bangued,17.5982,120.6155,PH,
Balanga,14.6761,120.5361,PH,
Boac,13.4463,121.84,PH,
Malita,6.415,125.6117,PH,
Malolos,14.8443,120.8104,PH,
Mati,6.9551,126.2166,PH,
Batangas,13.7817,121.0217,PH,424508
Bayombong,16.4812,121.1497,PH,
Angeles,15.1451,120.5451,PH,314493
Bacolod,10.6317,122.9817,PH,949354
Mandaue City,10.3237,123.9436,PH,
Bongao,5.0292,119.7731,PH,
Bontoc,17.0899,120.978,PH,
Borongan,11.6081,125.4319,PH,
Butuan,8.9495,125.5436,PH,190557
Cabadbaran,9.1236,125.5344,PH,
Cabarroguis,16.5111,121.5212,PH,
Cagayan de Oro,8.4508,124.6853,PH,1121561
Calapan,13.4108,121.1797,PH,
Caloocan City,14.6492,120.9826,PH,
Catarman,12.4989,124.6377,PH,
Catbalogan,11.7753,124.8861,PH,
Cebu,10.32,123.9001,PH,815000
Cotabato,7.2169,124.2484,PH,279519
Daet,14.1122,122.9553,PH,
Dagupan,16.0479,120.3408,PH,163676
Davao,7.11,125.63,PH,1402000
Digos,6.7497,125.3572,PH,
Dipolog,8.5883,123.3409,PH,
Dumaguete City,9.307,123.3074,PH,
General Santos,6.1108,125.1747,PH,950530
Iba,15.3276,119.978,PH,
Ilagan,17.1485,121.8892,PH,
Iligan,8.1712,124.2154,PH,464599
Iloilo,10.705,122.545,PH,387681
Ipil,7.7844,122.5861,PH,
Jolo,6.0522,121.0022,PH,
Jordan,10.6584,122.5963,PH,
Kabugao,18.0231,121.184,PH,
Kalibo,11.7086,122.3648,PH,
Kidapawan,7.0083,125.0894,PH,
Lagawe,16.8,121.1192,PH,
La Trinidad,16.4556,120.5903,PH,
Lapu-Lapu City,10.3103,123.9494,PH,
Legazpi,13.17,123.75,PH,320081
Lingayen,16.0218,120.2319,PH,
Lucena,13.9348,121.6127,PH,
Maasin,10.1336,124.8447,PH,
Malabon,14.6691,120.972,PH,
Mambajao,9.2504,124.7156,PH,
Mamburao,13.2233,120.596,PH,
Mandaluyong City,14.5832,121.0409,PH,
Marikina City,14.6414,121.1118,PH,
Masbate,12.3687,123.6225,PH,
Muntinlupa City,14.4135,121.0263,PH,
Nabunturan,7.6029,125.9629,PH,
Naga,13.6192,123.1814,PH,741635
Naval,11.5612,124.3952,PH,
Navotas,14.6477,120.9591,PH,
Olongapo,14.8296,120.2828,PH,304388
Ormac,11.0643,124.6075,PH,167584
Oroquieta,8.4859,123.8048,PH,
Pagadian,7.853,123.507,PH,159590
Palayan City,15.5415,121.0848,PH,
Pasay City,14.5504,121,PH,403064
Pili,13.7177,123.7448,PH,
Prosperidad,8.58,125.8964,PH,
Puerto Princesa,9.7543,118.7444,PH,157144
Quezon City,14.6504,121.03,PH,2761720
Romblon,12.5751,122.2708,PH,
San Fernando,16.6186,120.3194,PH,
San Fernando,15.0343,120.6844,PH,
San Jose,10.18,125.5683,PH,
San Juan,14.6,121.0333,PH,
Santa Cruz,14.1167,121.2833,PH,
Santiago,16.6881,121.5472,PH,
Shariff Aguak,6.8647,124.4417,PH,
Siquijor,9.2142,123.515,PH,
Sorsogon,12.9708,124.0053,PH,
Surigao,9.7843,125.4888,PH,87832
Tabuk,17.4084,121.2785,PH,
Tacloban,11.2504,125,PH,280006
Taguig City,14.5289,121.0723,PH,
Tagum,7.4475,125.8094,PH,
Tandag,9.0783,126.1986,PH,
Tarlac,15.4838,120.5834,PH,183930
Trece Martires City,14.2832,120.8677,PH,
Tubod,8.0555,123.7904,PH,
Tuguegarao,17.6131,121.7269,PH,115105
Valenzuela,14.6936,120.9656,PH,
Vigan,17.5747,120.3869,PH,48545
Virac,13.5848,124.2374,PH,
Zamboanga,6.92,122.08,PH,773000
San Jose,10.745,121.9415,PH,
Basco,20.4486,121.9702,PH,
Antipolo,14.5886,121.1757,PH,
Koronadal,6.2541,124.9922,PH,
Isulan,6.6294,124.6051,PH,
Karachi,24.87,66.99,PK,12130000
Gilgit,35.9171,74.3,PK,216760
Chaman,30.925,66.4463,PK,88568
Turbat,25.9918,63.0718,PK,147791
Islamabad,33.7,73.1666,PK,780000
Zhob,31.349,69.4386,PK,88356
Quetta,30.22,67.025,PK,768000
Hyderabad,25.38,68.375,PK,1459000
Mardan,34.2,72.04,PK,300424
Saidu,34.75,72.35,PK,1860310
Jhang,31.2804,72.325,PK,341210
Kasur,31.1254,74.455,PK,290643
Lahore,31.56,74.35,PK,6577000
Nawabshah,26.2454,68.4,PK,229504
Chiniot,31.72,72.98,PK,201781
Bannu,32.989,70.5986,PK,622419
Sadiqabad,28.3006,70.1302,PK,189876
Sukkur,27.7136,68.8486,PK,417767
Peshawar,34.005,71.535,PK,1303000
Bahawalpur,29.39,71.675,PK,552607
Sargodha,32.0854,72.675,PK,542603
Dera Ismail Khan,31.829,70.8986,PK,101616
Kundian,32.4522,71.4718,PK,35406
Gwadar,25.139,62.3286,PK,51901
Parachinar,33.8992,70.1008,PK,55685
Larkana,27.5618,68.2068,PK,364033
Kohat,33.6027,71.4327,PK,343027
Rahim Yar Khan,28.4202,70.2952,PK,353203
Mirput Khas,25.5318,69.0118,PK,356435
Dera Ghazi Khan,30.0604,70.6351,PK,236093
Gujranwala,32.1604,74.185,PK,1513000
Rawalpindi,33.6,73.04,PK,1858000
Gujrat,32.58,74.08,PK,301506
Sialkote,32.52,74.56,PK,477396
Mansehra,34.3418,73.1968,PK,66486
Abbottabad,34.1495,73.1995,PK,1183647
Multan,30.2,71.455,PK,1522000
Sheikhu Pura,31.72,73.99,PK,361303
Sahiwal,30.6717,73.1118,PK,235695
Okara,30.8104,73.45,PK,223648
Faisalabad,31.41,73.11,PK,2617000
Lodz,51.775,19.4514,PL,758000
Lublin,51.2504,22.5727,PL,360044
Wroclaw,51.1104,17.03,PL,634893
Bialystok,53.1504,23.17,PL,291855
Poznan,52.4058,16.8999,PL,623997
Zielona Gora,51.9504,15.5,PL,118433
Bydgoszcz,53.1204,18.01,PL,366452
Szczecin,53.4204,14.53,PL,407811
Gdansk,54.36,18.64,PL,740000
Olsztyn,53.8,20.48,PL,186670
Katowice,50.2604,19.02,PL,2746000
Rzeszow,50.0705,22,PL,245686
Krakow,50.06,19.96,PL,756000
Opole,50.685,17.9313,PL,131412
Kielce,50.8904,20.66,PL,215733
Gorzow Wielkopolski,52.7368,15.2288,PL,
Gdynia,54.5204,18.53,PL,314664
Grudziadz,53.4804,18.75,PL,102443
Inowroclaw,52.7799,18.25,PL,79007
Gliwice,50.3304,18.67,PL,507670
Bytom,50.35,18.91,PL,662247
Warsaw,52.25,21,PL,1707000
Elblag,54.19,19.4027,PL,127558
Elk,53.8337,22.35,PL,55769
Koszalin,54.2,16.1833,PL,107450
Saint-Pierre,46.7811,-56.1764,PM,
Adamstown,-25.0667,-130.0833,PN,
Funchal,32.65,-16.88,PT,204767
Setubal,38.53,-8.9,PT,117974
Lisbon,38.7227,-9.1449,PT,2812000
Evora,38.56,-7.906,PT,55620
Angra do Heroismo,38.6504,-27.2167,PT,12045
Santarem,39.231,-8.682,PT,29385
Horta,38.5347,-28.6448,PT,6611
Ponta Delgada,37.7483,-25.6666,PT,61526
Porto,41.15,-8.62,PT,1337000
Faro,37.0171,-7.9333,PT,41355
Vila Real,41.294,-7.737,PT,17001
Aveiro,40.641,-8.651,PT,54162
Guarda,40.541,-7.262,PT,32111
Viseu,40.657,-7.91,PT,26364
Braganca,41.808,-6.755,PT,34375
Viana Do Castelo,41.6962,-8.8441,PT,15555
Braga,41.555,-8.4213,PT,826833
Beja,38.014,-7.863,PT,35854
Castelo Branco,39.811,-7.488,PT,33479
Portalegre,39.29,-7.423,PT,15581
Coimbra,40.2004,-8.4167,PT,106582
Leiria,39.739,-8.805,PT,45112
Covilha,40.2833,-7.5,PT,24828
Portimao,37.1337,-8.5333,PT,61226
Koror,7.3452,134.4695,PW,11200
Melekeok,7.4874,134.6265,PW,7026
Ngerulmud,7.5,134.6242,PW,
La Victoria,-22.2896,-57.94,PY,5000
General Eugenio Alejandrino Garay,-20.52,-62.21,PY,972
Bella Vista,-22.1296,-56.52,PY,16852
Nacunday,-26.02,-54.7699,PY,1250
Mariscal Estigarribia,-22.03,-60.61,PY,2500
Horqueta,-23.3396,-57.05,PY,16171
Capitan Pablo Lagerenza,-19.9161,-60.7833,PY,1200
Pozo Colorado,-23.43,-58.86,PY,2135
Belen,-23.4695,-57.24,PY,11359
Fuerte Olimpo,-21.0696,-57.9,PY,2475
Abai,-26.0296,-55.94,PY,3024
Aregua,-25.3125,-57.3847,PY,
Caazapa,-26.2,-56.38,PY,5504
Concepcion,-23.4064,-57.4344,PY,59118
Caacupe,-25.387,-57.14,PY,21696
Villarrica,-25.75,-56.4333,PY,41157
Pedro Juan Caballero,-22.5446,-55.76,PY,102787
Encarnacion,-27.3472,-55.8739,PY,357119
Coronel Oviedo,-25.45,-56.44,PY,88101
Ciudad del Este,-25.5167,-54.6161,PY,320872
San Juan Bautista,-26.68,-57.15,PY,7882
Pilar,-26.8695,-58.3,PY,28435
Paraguari,-25.62,-57.16,PY,18881
Villa Hayes,-25.09,-57.53,PY,15643
San Pedro,-24.09,-57.08,PY,9360
Ype Jhu,-23.91,-55.46,PY,600
Filadelfia,-22.34,-60.03,PY,10470
Salto del Guaira,-24.0625,-54.3069,PY,
Asuncion,-25.2964,-57.6415,PY,1870000
Puerto Pinasco,-22.64,-57.79,PY,500
San Lorenzo,-25.34,-57.52,PY,500000
Ita,-25.5096,-57.36,PY,41090
Hohenau,-27.0795,-55.75,PY,5306
Ypacarai,-25.41,-57.28,PY,30150
Rosario,-24.4196,-57.1,PY,5123
Coronel Bogado,-27.17,-56.25,PY,14297
Ygatimi,-24.0796,-55.5,PY,2809
Arroyos y Esteros,-25.05,-57.09,PY,3055
Az Za`ayin,25.5774,51.4831,QA,
Al Wakrah,25.1715,51.6034,QA,
Al Khawr,25.6839,51.5058,QA,
Madinat ash Shamal,26.1293,51.2009,QA,
Umm Salal `Ali,25.4697,51.3975,QA,
Ar Rayyan,25.2919,51.4244,QA,
Doha,25.2866,51.533,QA,1450000
Ash Shihaniyah,25.3709,51.2226,QA,
St.-Benoit,-21.0335,55.7128,RE,35310
St.-Denis,-20.8789,55.4481,RE,190047
Drobeta-Turnu Severin,44.6459,22.6659,RO,106578
Braila,45.292,27.969,RO,213569
Oradea,47.05,21.92,RO,213830
Timisoara,45.7588,21.2234,RO,315053
Resita,45.297,21.8865,RO,83324
Calarasi,44.2063,27.3259,RO,73224
Arad,46.17,21.32,RO,169065
Alexandria,43.9016,25.2867,RO,49346
Slobozia,44.57,27.382,RO,52693
Baia Mare,47.6595,23.5791,RO,136553
Tulcea,45.1993,28.7967,RO,92475
Ploiesti,44.9469,26.0365,RO,232542
Piatra-Neamt,46.94,26.383,RO,102688
Suceava,47.6377,26.2593,RO,105796
Botosani,47.7484,26.6597,RO,114783
Constanta,44.2027,28.61,RO,303399
Buzau,45.1565,26.8065,RO,130954
Galati,45.4559,28.0459,RO,311156
Vaslui,46.6333,27.7333,RO,69225
Sfintu-Gheorghe,45.868,25.793,RO,60677
Bacau,46.5784,26.9196,RO,199668
Focsani,45.6966,27.1865,RO,105112
Bucharest,44.4334,26.0999,RO,1942000
Brasov,45.6475,25.6072,RO,311044
Pitesti,44.8563,24.8758,RO,171021
Tirgu Mures,46.5582,24.5578,RO,149433
Deva,45.8833,22.9167,RO,67802
Cluj-Napoca,46.7884,23.5984,RO,316748
Rimnicu Vilcea,45.11,24.383,RO,107558
Sibiu,45.7971,24.1371,RO,155565
Targu Jiu,45.045,23.274,RO,97179
Alba Lulia,46.077,23.58,RO,66085
Giurgiu,43.93,25.84,RO,69067
Zalau,47.175,23.063,RO,63232
Craiova,44.3263,23.8259,RO,304142
Hunedoara,45.75,22.9,RO,
Targoviste,44.938,25.459,RO,88435
Bistrita,47.138,24.513,RO,81318
Satu Mare,47.792,22.885,RO,112490
Slatina,44.435,24.371,RO,78988
Miercurea Cuic,46.361,25.524,RO,42029
Iasi,47.1683,27.5749,RO,325914
Belgrade,44.8186,20.468,RS,1099000
Arandelovac,44.3077,20.5612,RS,
Bela Palanka,43.2196,22.314,RS,
Gadzin Han,43.2223,22.0333,RS,
Nis,43.3304,21.9,RS,250000
Svrljig,43.4129,22.1252,RS,
Sokobanja,43.6453,21.8692,RS,
Boljevac,43.8321,21.9609,RS,
Zajecar,43.9019,22.2755,RS,
Bor,44.0819,22.0967,RS,
Negotin,44.2264,22.5308,RS,
Kladovo,44.6073,22.6155,RS,
Majdanpek,44.4228,21.9358,RS,
Golubac,44.6529,21.6308,RS,
Kucevo,44.4767,21.6712,RS,
Zagubica,44.1979,21.7902,RS,
Petrovac na Mlavi,44.3773,21.4198,RS,
Despotovac,44.0932,21.444,RS,
Svilajnac,44.2383,21.197,RS,
Doljevac,43.1968,21.8334,RS,
Merosina,43.2813,21.7218,RS,
Aleksinac,43.5417,21.7078,RS,
Blace,43.297,21.2727,RS,
Brus,43.3846,21.0289,RS,
Krusevac,43.581,21.3352,RS,
Aleksandrovac,43.4609,21.0539,RS,
Vrnjacka Banja,43.6223,20.8956,RS,
Trstenik,43.6169,21.0025,RS,
Varvarin,43.7195,21.3712,RS,
Cicevac,43.72,21.4436,RS,
Razanj,43.6744,21.5492,RS,
Paracin,43.8592,21.4119,RS,
Cuprija,43.9284,21.3745,RS,
Jagodina,43.9791,21.2583,RS,
Rekovac,43.8609,21.0958,RS,
Ada,45.8027,20.1285,RS,
Alibunar,45.0789,20.9682,RS,
Apatin,45.6709,18.9843,RS,
Prijepolje,43.3903,19.6506,RS,
Raca,44.2268,20.979,RS,
Raska,43.2859,20.6135,RS,
Ruma,45.0079,19.8171,RS,
Senta,45.9273,20.0789,RS,
Secanj,45.3676,20.7732,RS,
Sjenica,43.2735,20.0004,RS,
Smederevo,44.6516,20.9258,RS,
Smederevska Palanka,44.3654,20.9623,RS,
Sombor,45.7742,19.1151,RS,
Srbobran,45.5481,19.7954,RS,
Sremska Mitrovica,44.9764,19.6122,RS,
Sremski Karlovci,45.2021,19.9325,RS,
Stara Pazova,44.9861,20.1597,RS,
Subotica,46.07,19.68,RS,100000
Temerin,45.4095,19.8911,RS,
Titel,45.206,20.2949,RS,
Topola,44.2544,20.6824,RS,
Tutin,42.99,20.3334,RS,
Ub,44.4572,20.0762,RS,
Uzice,43.8582,19.8441,RS,
Valjevo,44.272,19.8874,RS,
Veliko Gradiste,44.7638,21.5163,RS,
Vladimirci,44.6158,19.7843,RS,
Vrbas,45.5704,19.6479,RS,
Vrsac,45.1175,21.2983,RS,
Zrenjanin,45.3786,20.3995,RS,64053
Gornji Milanovac,44.0245,20.4586,RS,
Indija,45.0482,20.0816,RS,
Irig,45.1001,19.8603,RS,
Ivanjica,43.582,20.2284,RS,
Kanjiza,46.0635,20.0504,RS,
Kikinda,45.8323,20.4682,RS,
Knic,43.927,20.7197,RS,
Koceljeva,44.4687,19.8214,RS,
Kosjeric,43.9987,19.9079,RS,
Kovacica,45.1109,20.6236,RS,
Kovin,44.7482,20.9766,RS,
Kragujevac,44.02,20.92,RS,171197
Kraljevo,43.7259,20.6896,RS,
Krupanj,44.3676,19.3633,RS,
Kula,45.6109,19.5274,RS,
Lajkovac,44.37,20.1644,RS,
Lapovo,44.1877,21.0969,RS,
Ljig,44.2266,20.2394,RS,
Ljubovija,44.1896,19.3785,RS,
Loznica,44.5312,19.2427,RS,
Lucani,43.8608,20.1384,RS,
Mali Idos,45.7092,19.6663,RS,
Mali Zvornik,44.3992,19.1214,RS,
Malo Crnice,44.5603,21.2906,RS,
Mionica,44.2524,20.0817,RS,
Nova Crnja,45.6685,20.6042,RS,
Nova Varos,43.46,19.8117,RS,
Novi Becej,45.6015,20.1364,RS,
Novi Knezevac,46.041,20.0958,RS,
Novi Pazar,43.1375,20.5149,RS,
Novi Sad,45.2504,19.8499,RS,225457
Odzaci,45.5076,19.2606,RS,
Opovo,45.0522,20.4313,RS,
Osecina,44.3728,19.601,RS,
Pancevo,44.8713,20.6443,RS,
Pecinci,44.9089,19.9664,RS,
Plandiste,45.2292,21.1238,RS,
Pozarevac,44.6222,21.1826,RS,
Pozega,43.8459,20.0368,RS,
Priboj,43.5836,19.5258,RS,
Sid,45.1276,19.2267,RS,
Sabac,44.7538,19.6876,RS,
Arilje,43.755,20.097,RS,
Bajina Basta,43.9709,19.5655,RS,
Batocina,44.1547,21.0799,RS,
Bac,45.3923,19.2367,RS,
Backa Palanka,45.2519,19.3916,RS,
Backa Topola,45.8152,19.6369,RS,
Backi Petrovac,45.3616,19.592,RS,
Bela Crkva,44.9015,21.4234,RS,
Becej,45.6196,20.04,RS,
Bogatic,44.8376,19.4807,RS,
Zitiste,45.4854,20.5507,RS,
Zabari,44.3562,21.2143,RS,
Zabalj,45.3741,20.0707,RS,
Coka,45.9415,20.146,RS,
Cacak,43.8897,20.3301,RS,170000
Trgoviste,42.3514,22.0921,RS,
Vranje,42.556,21.9002,RS,
Bujanovac,42.4606,21.7666,RS,
Presevo,42.3071,21.65,RS,
Bosilegrad,42.5005,22.4728,RS,
Surdulica,42.6904,22.1704,RS,
Vladicin Han,42.7082,22.0664,RS,
Crna Trava,42.8071,22.3247,RS,
Vlasotince,42.9659,22.1272,RS,
Zitorada,43.1902,21.7134,RS,
Prokuplje,43.2383,21.5932,RS,
Babusnica,43.068,22.4115,RS,
Dimitrovgrad,43.0155,22.7776,RS,
Pirot,43.1617,22.5871,RS,
Knjazevac,43.5667,22.2539,RS,
Kursumlija,43.139,21.2735,RS,
Medveda,42.842,21.5858,RS,
Bojnik,43.0142,21.718,RS,
Lebane,42.9171,21.7294,RS,
Leskovac,42.9976,21.9445,RS,
Cajetina,43.7497,19.715,RS,
Velika Plana,44.3323,21.0751,RS,
Beocin,45.1916,19.725,RS,
Volgodonsk,47.51,42.1599,RU,167731
Saskylakh,71.9166,114.0833,RU,1920
Polevskoy,56.4434,60.188,RU,65770
Saranpaul,64.2505,60.97,RU,2985
Severnyy,67.6083,64.1233,RU,11562
Pervouralsk,56.91,59.955,RU,133600
Novy Port,67.6983,72.9283,RU,1790
Pugachev,52.0148,48.7944,RU,26690
Numto,63.6667,71.3333,RU,10
Novy Urengoy,66.0833,76.6332,RU,94212
Novyy Uoyin,56.135,111.7339,RU,4184
Nizhny Novgorod,56.333,44.0001,RU,1278000
Miass,54.9954,60.0949,RU,167500
Omsk,54.99,73.4,RU,1135000
Naltchik,43.4981,43.6179,RU,307866
Mirnyy,62.54,113.9614,RU,40308
Monchegorsk,67.9291,32.8287,RU,49868
Nyagan,62.1465,65.3814,RU,52137
Maykop,44.61,40.12,RU,158451
Kirensk,57.7857,108.1119,RU,13308
Kolpino,59.73,30.65,RU,225801
Khorgo,73.4833,113.63,RU,10
Kislovodsk,43.91,42.72,RU,132771
Guryevsk,54.2981,85.9377,RU,38757
Ivdel,60.6936,60.4133,RU,19379
Gusinoozyorsk,51.2808,106.5004,RU,24083
Kamenka,53.1947,44.0444,RU,16560
Kargat,55.1959,80.2811,RU,10881
Kasimov,54.9435,41.3931,RU,36663
Kolomna,55.08,38.785,RU,147690
Khanty Mansiysk,61.0015,69.0015,RU,67800
Dimitrovgrad,54.2504,49.56,RU,132226
Cheremkhovo,53.1588,103.0739,RU,57395
Gornyak,50.9881,81.4877,RU,15668
Blagodarnyy,45.1047,43.4344,RU,35995
Bodaybo,57.965,114.329,RU,15933
Biysk,52.5341,85.18,RU,215430
Abakan,53.7037,91.445,RU,167289
Angarsk,52.56,103.92,RU,243158
